               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 139,            0.030637,             0.02755,                   0,             0.91375,             0.82439,             0.90128,              0.6526,            0.027268,            0.019886,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.030925,            0.027816,                   0,             0.90848,              0.8361,             0.90058,             0.65113,            0.027312,            0.019892,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.030281,            0.026924,                   0,             0.90673,             0.83667,             0.90316,             0.65417,            0.027169,            0.019673,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.030441,            0.027043,                   0,             0.91198,             0.83308,              0.9043,             0.65623,            0.027048,            0.019643,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.030282,            0.027293,                   0,             0.91562,             0.83256,             0.90482,             0.65609,            0.027043,            0.019572,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.030569,            0.027607,                   0,             0.91119,             0.83528,             0.90713,             0.65613,            0.027054,            0.019565,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,            0.030692,            0.026558,                   0,             0.90918,             0.83641,             0.90464,              0.6565,            0.027072,            0.019592,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.030252,            0.027575,                   0,             0.91464,             0.83231,             0.90498,             0.65776,            0.027039,            0.019527,                   0,            0.007129,            0.007129,            0.007129
                 147,              0.0302,            0.026738,                   0,              0.9126,              0.8393,              0.9036,             0.65596,            0.027063,            0.019608,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.030196,             0.02708,                   0,             0.92447,             0.83615,             0.90364,             0.65815,            0.027053,            0.019523,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.029967,            0.026585,                   0,             0.91238,             0.83698,             0.90496,             0.65831,             0.02702,             0.01951,                   0,           0.0070696,           0.0070696,           0.0070696
