               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 138,            0.022673,            0.020581,                   0,             0.94216,             0.88264,             0.93251,             0.76071,            0.020183,             0.01685,                   0,           0.0072874,           0.0072874,           0.0072874
                 139,            0.022865,            0.020459,                   0,             0.94063,             0.88341,             0.93518,             0.76158,             0.02022,            0.016651,                   0,           0.0072676,           0.0072676,           0.0072676
                 140,            0.022663,            0.020483,                   0,             0.93668,             0.88511,             0.93532,             0.76272,            0.020253,            0.016716,                   0,           0.0072478,           0.0072478,           0.0072478
                 141,            0.022248,            0.019822,                   0,             0.94086,             0.88007,             0.93749,             0.76617,            0.020266,            0.016574,                   0,            0.007228,            0.007228,            0.007228
                 142,            0.022365,            0.019995,                   0,              0.9454,             0.88048,             0.93691,             0.76513,            0.020196,            0.016638,                   0,           0.0072082,           0.0072082,           0.0072082
                 143,            0.022302,            0.020252,                   0,             0.94173,             0.88403,             0.93871,              0.7699,            0.020004,            0.016385,                   0,           0.0071884,           0.0071884,           0.0071884
                 144,            0.022702,            0.020667,                   0,             0.93715,             0.88983,             0.93882,             0.76789,            0.019991,            0.016362,                   0,           0.0071686,           0.0071686,           0.0071686
                 145,              0.0226,            0.019748,                   0,             0.93678,             0.88663,             0.93837,             0.76794,             0.02002,            0.016372,                   0,           0.0071488,           0.0071488,           0.0071488
                 146,            0.022517,            0.020503,                   0,             0.93534,             0.89155,             0.93835,              0.7702,            0.019833,            0.016312,                   0,            0.007129,            0.007129,            0.007129
                 147,             0.02222,             0.01978,                   0,              0.9412,             0.88384,             0.93702,              0.7722,            0.019835,             0.01644,                   0,           0.0071092,           0.0071092,           0.0071092
                 148,            0.022214,            0.019839,                   0,             0.93808,             0.88469,             0.93642,              0.7709,            0.019882,            0.016423,                   0,           0.0070894,           0.0070894,           0.0070894
                 149,            0.022018,            0.019589,                   0,             0.93663,             0.88813,             0.93532,             0.77103,            0.019845,            0.016338,                   0,           0.0070696,           0.0070696,           0.0070696
                 150,            0.022133,            0.020037,                   0,             0.93569,             0.89306,             0.93682,             0.77277,            0.019728,            0.016418,                   0,           0.0070498,           0.0070498,           0.0070498
                 151,            0.022299,            0.020081,                   0,             0.93621,             0.88752,             0.93669,             0.77402,            0.019665,            0.016258,                   0,             0.00703,             0.00703,             0.00703
                 152,            0.022427,            0.020007,                   0,             0.93541,             0.88752,             0.93616,             0.77419,            0.019605,            0.016247,                   0,           0.0070102,           0.0070102,           0.0070102
                 153,            0.022096,            0.019803,                   0,             0.93724,             0.88583,             0.93555,              0.7756,            0.019605,            0.016324,                   0,           0.0069904,           0.0069904,           0.0069904
                 154,            0.021936,            0.019687,                   0,             0.93594,             0.88917,             0.93643,             0.77314,            0.019656,             0.01642,                   0,           0.0069706,           0.0069706,           0.0069706
                 155,             0.02209,            0.019493,                   0,              0.9344,             0.88884,             0.93644,             0.77459,            0.019647,            0.016346,                   0,           0.0069508,           0.0069508,           0.0069508
                 156,            0.021581,            0.019664,                   0,             0.93906,             0.88649,             0.93907,             0.77616,            0.019595,            0.016381,                   0,            0.006931,            0.006931,            0.006931
                 157,             0.02228,            0.020284,                   0,              0.9287,             0.89445,             0.93832,             0.77645,            0.019495,            0.016356,                   0,           0.0069112,           0.0069112,           0.0069112
                 158,            0.021845,            0.019536,                   0,             0.94642,             0.88901,             0.93794,             0.77726,            0.019422,            0.016358,                   0,           0.0068914,           0.0068914,           0.0068914
                 159,            0.021315,            0.019261,                   0,             0.93896,             0.88932,             0.93842,             0.77612,            0.019394,            0.016354,                   0,           0.0068716,           0.0068716,           0.0068716
                 160,             0.02172,            0.019353,                   0,             0.93971,             0.88906,             0.93886,             0.77627,            0.019398,            0.016353,                   0,           0.0068518,           0.0068518,           0.0068518
                 161,            0.021971,            0.019093,                   0,             0.94874,             0.88701,             0.94013,             0.77913,            0.019392,            0.016242,                   0,            0.006832,            0.006832,            0.006832
                 162,            0.021791,            0.019614,                   0,             0.94276,             0.89034,             0.94035,             0.78045,            0.019365,            0.016153,                   0,           0.0068122,           0.0068122,           0.0068122
